c_id	c_text	date	author_id	like_count	quote_count	retweet_count	reply_count
1385297471677550600	"@aleatorisch Wirst du auch nicht finden. Aber wenn ich helfen kann, diese schmierige Bagage mehr oder weniger korrupter herzloser Menschen wie Laschet, Scheuer, Klöckner und wie die Klapperköppe alle heißen, von weitere ""Regierungserfahrung"" fernzuhalten, werfe ich mich aufs Feld."	2021-04-22T18:20:29Z	22956386	20	0	0	1
1404015815687651300	@sunstar1606 @reitschuster Wenn man nicht mehr weiter weiß, vergreift man sich im Ton, schimpft und stampft mit den Füßen!	2021-06-13T10:00:30Z	2364254100	2	0	0	1
1400199514858963e3	@commodus1 @therealtom2021 @Karl_Lauterbach @Alice_Weidel Genau - die ist bei den Toten nach einer Impfung bei keinen 20 Fällen bestätigt. 20 auf 35 Millionen	2021-06-02T21:15:53Z	385571954	0	0	0	0
1388526905536692200	@theodorajalta @ThomasKunzfeld @moerv_vom_doerf @JohannesNormann @SerapGueler Falsch, Afd 🤷🏽‍♂️	2021-05-01T16:13:06Z	1371616438474137600	0	0	0	1
1.3853751925710561e+018	"""...und dann kommen die aus ihren kleinen, dunklen Wohnungen und gehen in den Park. Ich schreib dann, wie egoistisch die sind, gehe auf meine Dachterrasse und lass mir die Sonne ins Gesicht scheinen."" Ich kotz gleich. Wie arrogant kann man sein? #allesdichtmachen"	2021-04-22T23:29:19Z	42423038	2	0	0	0
1406513434934526e3	"@Alice_Weidel @UweJunge Die Kommentare hier, drüben bei FB und auf allen anderen Kanälen, zeigen deutlich, dass das eben ganz genau die AfD ist. Ihre Wähler sind der intellektuelle Bodensatz unserer Gesellschaft.
Das kann ich anhand jedes einzelnen Profils, Eurer Wähler, millionenfach beweisen."	2021-06-20T07:25:09Z	1398536260063477800	129	1	3	22
1388465215465996300	@ABaerbock Unser Land braucht qualifizierte Politiker mit Berufserfahrung!	2021-05-01T12:07:58Z	1324657296685805600	13	0	0	11
1395735126324228e3	Flughafen Frankfurt: Negativer Corona-Test macht Mitarbeiter stutzig. #Frankfurt #Corona https://t.co/Bk23SNbvfN	2021-05-21T13:36:00Z	23756753	2	0	0	0
1384087079127187500	"@JoanaCotar Merkel pflegt jedenfalls einen verdächtig liebevollen Umgang mit dieser unfähigen Frau  .
Das kann man Merkel in Bezug auf die Werteunion (ihrer eigenen Partei  ) nicht gerade behaupten. Beide - Merkel u den Grünen - vereint ihr Hass auf alles Deutsche ."	2021-04-19T10:10:49Z	756761900348805100	33	0	5	1
1403984915427901400	"@sunstar1606 @reitschuster Soviel Geld hat die AFD nicht um JEDEN zu BEZAHLEN der nicht über eine Wahrnehmung verfügt die Regime Treu ist. 
 CDU, GRÜNE verfügen durch Korruption,Vetternwirtschaft, Lügen und vergessen von Geldern MILLIONEN EURO.

Also vergessen Sie das TOTSCHLAGARUMENT AFD,zieht nicht mehr"	2021-06-13T07:57:43Z	1266033606885027800	0	0	0	0
1394611952236863500	@leserschwert @reitschuster Nö, es ist eine Impfung. Die Art die Info in die Zellen zu schleussen ist nur neu. Es bleibt trotzdem eine Impfung.	2021-05-18T11:12:54Z	1372128567220433e3	2	0	0	1
1404000557761646600	@werwaswo3 @Laika66753508 @LisaSt2136 @reitschuster Viel Spass mit ihr🤣 ich muss nen bißchen was tun.	2021-06-13T08:59:52Z	1308653501849968600	2	0	0	0
1384076387527446500	@Hallaschka_HH @CDU Sie machen nichts besser, aber unter Merkel ist das Niveau ihres Kabinetts intellektuell und moralisch so tief abgesunken, dass dieser Haufen von Vollpfosten eine Chance hat, zumal die der FfF-Generation besser etwas vorspielen können.	2021-04-19T09:28:20Z	1379787584042328e3	1	0	0	0
1390072974280167400	"@ArminLaschet Das heißt jetzt konkret?
2,5€ der Liter Sprit, 1,2€ der Liter Heizöl,   0,5€ die KWh Strom, jeder Flug 200€ teurer. 
Die Hälfte der Bevölkerung sitzt in der kalten, dunklen Wohnung und geht in der Zukunft zu Fuß.
Hab ich es ungefähr getroffen? 
Da ist die Wahl schon gewonnen."	2021-05-05T22:36:38Z	1060904507775873e3	244	4	38	14
1393181272411975700	"@p_tothe_lankton @HammesfahrInge @reitschuster Nee falsch, der ""Faxenmann"" will nur keine Merkel 2.0 oder eine linksgrüne Ökofaschistin als Kanzlerin. 😂🤣 Kann es auch banal sagen: Ein Kanzler ist ein Kanzler, ist ein Kanzler."	2021-05-14T12:27:54Z	1292457529008586800	0	0	0	0
1387327315651166200	@Karl_Lauterbach Eigentlich sollte der Verfassungsschutz doch die Verfassung schützen und nicht die Regierung? Oder ist das wie die Sache mit dem Zitronenfalter, der keine Zitronen faltet?	2021-04-28T08:46:22Z	1367451365321113600	79	0	3	9
1399225635889946600	@K_Ginsberg @meiomeiomei @allesdanach Bei Zugereisten Mitbürgern kommt zu teilweiser schlechter Bildung noch schlechtes Sprachverständnis dazu. Oder und zu enger Wohnraum. Jetzt pack die rassismus Keule ein es war eine Anekdote und keine pauschale Verurteilung. Alter	2021-05-31T04:46:02Z	1374093333425971200	15	0	0	0
1387337906042417200	@annafraeulein @Genossin_Anetta @Karl_Lauterbach Welchen wohl sonst.	2021-04-28T09:28:26Z	784742758753955800	0	0	0	0
1396128194433007600	@NLPete007 @charlottelokal Eins A Nazis Gedankengut! Glückwunsch!	2021-05-22T15:37:55Z	1342352395666382800	0	0	0	0
1391691100746825700	"@1905eylul @welt @annewill Nur weil  die braune #AfD-#Maaßen-#Fanbase (...) nicht willens oder intelligent genug ist, zu recherchieren, hat Luise Neubauer also unrecht? Beweise gibt es genug. 
Persönliche Meinung und Realitätsleugnung ist niemals Fachwissen. 
#AsozialerausaussozialenNetzwerken"	2021-05-10T09:46:29Z	210633097	2	0	0	1
1392817823735505e3	@PolyIntox Nich so der Israel Fan trifft das ganz gut	2021-05-13T12:23:41Z	955101042412347400	1	0	0	1
1391881424639254500	@derStandardat Es wird Zeit das der alte NAZI Dreck, welchem nur noch alternde seniler werdende Ex Nazis verehren, endlich  verschwindet!	2021-05-10T22:22:46Z	138971372537711e4	0	0	0	0
1390754591747317800	@DonaSpock @Fieldy_o Deswegen werde ich meiner Tochter alles erklären, aber maßregeln wie es hier hingestellt wird, werde ich nicht. Da laufe ich eher Gefahr das meine Tochter meiner Erziehung entgleitet, weil sie irgendwann nicht mehr will. Fast wie Querdenker über unsere Coronapolitik.	2021-05-07T19:45:08Z	528413279	0	0	0	1
1385218620138168300	@reitschuster Ja keine darf die wahrheit sagen! VERBOTEN ! Das is der grund warum MERKEL schon so weit gekommen ist mit ihre LÜGEN POLITIK! Uns Bürger muss dumm gehalten werden so lange es geht! Die ÄRTZTE sollen susammen halten und die wahreit mal sagen! Nur so kommen wir aus diese Mist raus! https://t.co/Qpslldib6T	2021-04-22T13:07:09Z	1266792573353558e3	0	0	0	0
1387118471532761e3	"@MrFoxOwO @Elias04051 Und wie willst du dieses Gedankengut im Keim ersticken? Willst du jetzt einen auf Nazi machen und alle Bücher verbrennen? Ist nur blöd das wir das Internet haben und solche Leute IMMER andere ""gleichgesinnte"" finden"	2021-04-27T18:56:29Z	1169932679565009e3	0	0	0	2
1384076573767176200	@DietrichNis Mit diesem Tweet hast du dich endgültig disqualifiziert. Niemand in der AfD leugnet den Holocaust, also hör auf dir hier so eine Scheiße auszudenken. Und hör auf die Nazis zu verharmlosen	2021-04-19T09:29:04Z	1372218174133969e3	0	0	0	2
1387092044712222700	@dimetra_ecrit Vielleicht sollten wir weißen Männer aufhören zu arbeiten , uns entspannt zurück lehnen u zusehen , wie der linksgrüne Vergnügungspark alleine  zurecht kommt , um alles für seine  geliebten Migranten bereit zu halten . Mit Gender- Gaga werden ihre Lieblinge nicht zufrieden sein	2021-04-27T17:11:29Z	756761900348805100	10	0	3	0
1395710425682034700	"Das Wohnprojekt #jagow15 ist seit längerem Bradanschlägen und Bombendrohungen ausgesetzt. Ein rechter Tathintergrund ist sehr warscheinlich. Was macht die Polizei? Einen Bewohner Verdächtigen das Haus selbst angezündet zu haben. 
#Polizeiproblem 
https://t.co/uzzG6bdJGr"	2021-05-21T11:57:51Z	938418837363593200	1	0	0	1
1406707920620900400	@papilein58 @lwolfie20 @Hoellenaufsicht @Alice_Weidel @UweJunge Gibt's da echt eine Saugglocke oder Pömpel als Symbolbild? 👍🏻	2021-06-20T20:17:58Z	942849893827334100	1	0	0	1
1387488167247351800	"@Volker10367303 @JNynaeve @Piet55559186 @passschaerfe6 @DieterCronenbe1 @Beatrix_vStorch https://t.co/KzMV4kiWhj

Auch das kommt nicht von der AFD"	2021-04-28T19:25:32Z	1197406897994907600	0	0	0	0
1395044599773728800	@RicardoLange4 @cad59 Diese Gesundheitsexpertin meinte neulich bei Lanz nachdem sie die Bundesnotbremse vehement ablehnte, dass auf den Covid Intensivstationen ja nur junge Menschen lägen die nicht so schlimm krank wären. Da kannst du sie ja mal aufklären .. so als Expertin..	2021-05-19T15:52:05Z	1255872101363388400	1	0	0	0
1390952872108511200	@ABaerbock Im Gegensatz zu (allen?) anderen Parteien macht ihr momentan wirklich viel richtig! Nicht alles (Holzöfen und Homöopathie z.B. gehören abgeschafft), aber doch so viel, dass ihr meine Stimme erstmals bekommen werdet. Macht was aus dieser Verantwortung, es ist bitter nötig.	2021-05-08T08:53:02Z	292520239	21	0	0	11
1389188944127012900	"@tim_liberal Nein. Die AfD vertritt ja eine Vielfalt an Positionen. Und auch ein blindes Huhn findet mal ein Korn.
Solange man selbst weiß, dass es braun kollektivistische Affen sind die mit Liberalismus nichts am Hut haben, ist doch alles gut."	2021-05-03T12:03:48Z	2545103631	7	0	0	1
1391622502905e6	@Bcherwu26014050 @freeheinz Sagen Sie mal, behaupten oder schreiben Sie einfach etwas damit es schöner aussieht? Selber schon mal etwas mit Covid19 erlebt? Ich schon, also lassen Sie es bitte solch irreführende Meinungen und nicht Wissen zu verbreiten. Mein Kind musste in Quarantäne weil es zusammen mit	2021-05-10T05:13:54Z	891044942583394300	0	0	0	2
1388456519180734500	@moerv_vom_doerf @JohannesNormann @SerapGueler Ausser Nazi keine Argumente… sie sind ein intellektueller Totalausfall	2021-05-01T11:33:25Z	169392876	2	0	0	0
1400950470471004200	@shoutingcassy @dutschman @ABaerbock Nö, aber ich fühle mich schon sehr provokant und vermutlich bewusst missverstanden.	2021-06-04T22:59:55Z	1348657489848500200	1	0	0	1
1406553733295657e3	@Thetruewitch @Xrxtn @Alice_Weidel @UweJunge Die #AfDVerfassungsfeindlich ,Ihre Trolle und Scheinheiligkeit. @Alice_Weidel und @UweJunge ,sind sich innerparteilich nicht gut gesonnen. Das ist der wahre Grund!	2021-06-20T10:05:17Z	1371837255061545e3	0	0	0	0
1384109991045390300	@CorneliaReppert @CorneliaStolze @feelgoodanytime Da kann ich dir nur zustimmen Arbeitszeit u Bezahlung ist ein zentrales Thema und  Investitionen längst überfällig! Als ich vor Jahren dies anlässlich e. Mitarbeiterversammlung einmal eingefordert habe wurde ich als Querulant behandelt  Heute würde das verm Querdenker heissen💚LG	2021-04-19T11:41:52Z	1360265993839407e3	4	0	2	0
1394921363270512600	"@tower_ist @lasermichel @WerteInitiative @cem_oezdemir @OlafScholz @JIssacharoff @PaulZiemiak @bstrasser @DietmarBartsch @dgb_news Schnauze antisemit und Schnauze Zionist ihr beide seid die perfekten beisp. weshalb es bis heute keinen Frieden in Nahost gibt und die 2 Staaten Lösung reine Utopie!
Fickt euren antisemitismus und Zionismus!
Für ein Sozialistisches Palästina beider Völker !"	2021-05-19T07:42:24Z	1202863953354858500	3	0	0	0
1388502805384675300	"@Ernst49366428 @Emmanzipation Und die letzten die übrigens geschl. Vielfalt verboten  und Schwule ,Lesbische,bi und Trans Menschen getötet haben waren Nazis.

Wenn du Geschichte verdrehen musst um auf der richtigen Seite zu stehen bist du entweder bösartig oder kannst gut und böse nicht unterscheiden."	2021-05-01T14:37:20Z	1375028002166308900	0	0	0	2
1385599233743540200	Ich weiß selber; das ist anstrengend und mittlerweile ziemlich zermürbend, aber noch sind wir nicht soweit, dass alle geimpft sein können. Halten wird durch und bereiten den besten Grünen Wahlkampf ever for. 💚🌻	2021-04-23T14:19:35Z	2221112390	560	0	13	39
1386414728654704600	@Wmart9 @dbamat @Jr6en1 @Karl_Lauterbach Also dem würde ich widersprechen. Ich wüsste nicht, wie ich in einem Sumpf überleben könnte, aber Psychopathen sind überraschend viele in der Gesellschaft, wenn man die Dunkelziffer betrachtet, das kenne ich also. Fürs Protokoll, ich denke nicht, dass Karl Lauterbach einer ist...	2021-04-25T20:20:04Z	1372143548	8	0	0	0
1406629510108401700	"@MichaelDhr1 @kristen_peter @Xrxtn @Alice_Weidel @UweJunge Steht ebend nicht drin, mein Gott.
Die Binde muss nur zu erkennen sein."	2021-06-20T15:06:23Z	1365419804581060600	0	0	0	1
1387113208587169800	#Coronavirus ist wie unsichtbarer Krieg, ein Ausnahmezustand. Die Sicherheitsmaßnahmen in Deutschland sind nicht übertrieben, sondern angemessen – in China beispielsweise herrschen weitaus striktere Beschränkungen und Regeln zur Eindämmung der Pandemie.	2021-04-27T18:35:34Z	2480196331	0	0	0	1
1398742681128472600	@Piet55559186 @Karl_Lauterbach @Alice_Weidel Bei den Themen Hass, Hetze, Zerstörung und Spaltung Deutschlands wäre @Karl_Lauterbach nicht mal der Letzte, der mir dazu einfiele, er fiele mir schlichtweg gar nicht ein dabei. Man kann der SPD vieles vorwerfen, wie etwa ihre verlogene Einstellung zum TSG, aber das nicht.	2021-05-29T20:46:57Z	44575436	1	0	0	0
1391867363000258600	@Matthias_Arth Belüg dich nicht selbst. Dieses Land existiert seit 60 Jahren und Palästina wurde immer mehr ausgerottet. Palästina wurde das Land geklaut und nun werden sie wie Dreck eingesperrt. Zur Seite mit Israel. Das hat nichts mit dem Judentum zu tun. Sondern mit dem Land Israel!	2021-05-10T21:26:53Z	1385583781071970300	0	0	0	3
1389967405653311500	@SvenjaSchulze68 @OlafScholz Der kleine rote Punkt da wird alleine die Welt retten 🤣🤣🤣. https://t.co/Fu1FM3NKdz	2021-05-05T15:37:08Z	1253706771593605e3	141	3	47	17
1397630714842124300	"@Karl_Lauterbach @a_watch Sie hatten am 26.3.2021 dazu die Chance, haben dennoch dagegen gestimmt.

Schwurbeln Sie nur weiter herum @argonerd https://t.co/8sR7eWgQTV"	2021-05-26T19:08:23Z	2237223324	629	10	65	37
1386391079797215200	@manaf12hassan @ABaerbock „(...) hat sich nie wirklich mit ihr befasst.“ - Genau, am besten beschäftigen sie sich näher mit dem Programm und den Entscheidungen im Bundestag und den Ländern, statt haltloser Vorwürfe. @Die_Gruenen heute sind nicht die gleiche Partei wie vor 20 oder 40 Jahren.	2021-04-25T18:46:05Z	1267466771222626300	5	0	0	11
1401007324014297e3	@shoutingcassy @dutschman @ABaerbock - Der nächste Energiespeicher, den wir uns zu nutze machen müssen hat zufällig deutlich mehr Potenzial auf eine deutlich längere Zeit (so etwa 5 Milliarden Jahre) Und gibt uns jetzt schon mehr Energie als wir nutzen können. Einfach weil ölverblendete Kapitalisten -	2021-06-05T02:45:50Z	1068265129375146e3	0	0	0	1
1405062930400415700	@_FriedrichMerz Gestern hat Greenpeace dem IS und anderen Terrororganisationen erfolgreich vorgeführt, wie man mit minimalem Aufwand 75.024 Menschenleben auslöschen kann.	2021-06-16T07:21:22Z	3416190436	439	5	27	51
1393112453601497e3	@p_tothe_lankton @DickeFaxen @reitschuster Ich hatte mir erst überlegt in Sachsen ein Haus zu renovieren. Aber mit der Klimarettung denke ich das ich mir das nicht mehr leisten kann (und will)	2021-05-14T07:54:26Z	919598362726453200	1	0	0	0
13966915290839e5	@delbomat Bei mir war auch keine Fotografin, sondern ein Tisch, auf den ich mein Smartphone gestellt habe.	2021-05-24T04:56:24Z	2764750474	1066	0	3	18
1391660843591471e3	"Es geht nicht darum echten Rassismus zu bekämpfen sondern darum Menschen mit der nazi Keule zu schädigen oder aus dem Weg zu räumen.

#PalmerRassist ergeht es jetzt wie vielen anderen vorher.

So ist das nunmal im Faschismus."	2021-05-10T07:46:15Z	38854003	18	0	0	1
1400917907807293400	"@Markus_Soeder Kinder in der Schule immer noch mit Maske?
Bayern hat eine Eliteuni und die sagt, Kinder sind keine Treiber der Pandemie. Bis heute gibt es Null Evidenz zur Wirksamkeit von Masken. 
Warum quälen Sie Kinder und ignorieren die Wissenschaft?"	2021-06-04T20:50:31Z	1138160900463050800	245	3	49	11
1389990503744217e3	Eine Jenke-Erscheinung!! 🙌	2021-05-05T17:08:55Z	19072286	287	0	2	12
1390746227109765e3	"@KasselMai @vvn_bda Wieso ""Tag der Befreiung""? Befreit wurden nur von den Nazis Internierte. Die Mehrheit der Deutschen (&amp; Ösis) hat den größten ""Mensch gewordenen Scheißhaufen"" an die Macht gebracht - und waren bis weit in die 70er in gehobenen, öffentlichen Positionen. 🤮"	2021-05-07T19:11:54Z	1230184333077631e3	0	0	0	0
138756241325235e4	@isabellavonpar1 @Genossin_Anetta @Karl_Lauterbach -3 wenn dir die Dame nicht zu sagt such dir andere Quellen nicht die einzige die vor dem Dreck warnt.  PEI EMA &amp; GOV UK da findeste genug Infos zu dem Dreck.  Wenn dir die Quellen besser gefallen. Des weiteren würd ich mich mal fragen wieso doch mal Kochsalzlösung verimpft wird	2021-04-29T00:20:33Z	1312412145158697e3	0	0	0	0
1403665082945609700	@Karl_Lauterbach Herr Lauterbach, es ist vorbei. Das beste, was Sie machen können, ist endlich zu schweigen.	2021-06-12T10:46:49Z	4361457977	235	0	6	20
1385555897259380700	@Alice_Weidel Bei der Bundestagswahl muss rot rot grün unter einer grünen Kanzlerin verhindert werden! Sonst wird alles noch schlimmer. Sozialismus, Enteignung, Beerdigung der Bürgerrechte drohen uns!	2021-04-23T11:27:22Z	950081899879456800	57	0	2	12
1404107412089589800	@frederic2406 @haenschen1000 @HToenne @MalteKaufmann 12% Mehrwertsteuer, keine GEZ mehr, steuerverschwenung wird strafbar, gutes Rentensystem und und und	2021-06-13T16:04:28Z	1392154779875528700	0	0	0	6
1394624882206560300	@janboehm Was ist Vegesack?	2021-05-18T12:04:17Z	26213785	41	0	0	25
1388478511560671200	Unbezahlbar sind die Freunde, die Du mitten in der Nacht anrufst, in den Telefonhörer jubelst „Hast Du das Tor gesehen?!“, weil Deine Mannschaft gerade zum Ausgleich getroffen hat... #blessed	2021-05-01T13:00:48Z	1387384644111413200	0	0	0	0
1400018380376191e3	@janboehm das einzige laschet meme, das man braucht https://t.co/bpME3JGSgz	2021-06-02T09:16:07Z	19590930	2662	17	421	22
1397226629676548e3	@MelBurn02025218 @veritas60756463 @Karl_Lauterbach Wir haben bald 10 Impfstoffe auf der Welt. Aber ich kenne nur Medikamente die sich noch in der Testphase befinden aber scheinbar super funktionieren. Warum testet man die nicht an Leuten die kurz vor dem sterben sind und gibt diesen Menschen eine letzte Chance?	2021-05-25T16:22:42Z	1.3758491951443681e+018	0	0	0	0
1387426446809968600	@Laforce_61 @WagenMehr @Karl_Lauterbach Genau das seid ihr. Ne dumme Schlägerbande, die nur in der Gruppe stark. Zu Hause bei Mama kuscht ihr Pantoffelhelden.	2021-04-28T15:20:16Z	4751586142	0	0	0	1
1393669631060107300	@bryanadams Israel tötet unschuldige Menschen. Es verletzt die Menschenrechte. Wann werden Sie sagen, stoppen Sie diesen israelischen Angriff? In Gaza gibt es Völkermord. #HearGaza	2021-05-15T20:48:27Z	1040191197405438e3	0	0	0	0
1387015511821672400	@GruenSprecher @cem_oezdemir @ABaerbock Annalena ist halt ne typische annalena. Zu Feige mal in Richtung der Schandtaten von USA zu zeigen. Ausserdem zu feige um Themen wie soziale Ungleichheit oder Rassismus laut auszusprechen.	2021-04-27T12:07:22Z	1185718631692411e3	0	0	0	0
1389303961182777300	"@weg_merkel @Dumb__Trump @rosenbusch_ Ach herje, nun verlinkst du mir diesen pseudointellektuellen Bauernfänger 😂
Les dir die Daten durch, befasse dich mit den weltweiten Experten und wenn du dann etwas gebildeter bist, komm gerne wieder. Vorher hat das keinen Sinn."	2021-05-03T19:40:51Z	964651935306575900	0	0	0	0
1392778459584270300	Zum Glück erwarte ich von Greta Thunberg nur klimapolitische Ahnung, nicht politisches Wissen über jahrzehntealte Auseinandersetzungen wie den Nahost-Konflikt.	2021-05-13T09:47:15Z	89274553	0	0	0	0
1401134575154307e3	@shoutingcassy @dutschman @ABaerbock Welcher Transformation stelle ich mich bitte entgegen? Das einzige was mir wichtig ist, ist dass wir uns nicht in die falsche Richtung entwickeln. Ich weiß ja nicht wie das bei euch aussieht, aber wieder Steinzeit oder MadMax habe ich nicht so viel Lust drauf.	2021-06-05T11:11:29Z	1068265129375146e3	1	0	0	1
1390619869285163e3	@a_nnaschneider Lasst die öko-terroristen doch mal machen. In 4 Jahren ist der Spuk vorbei. Nur die absolute Mehrheit sollte verhindert werden.  Das ist machbar Dank FDP und der doch nicht so schwachen AFD. CDU braucht eine Auszeit.	2021-05-07T10:49:47Z	1182471630649323500	0	0	0	0
1389599942633836500	@ParanoidMaru Würd mich am liebsten selbst drauf stürzen, aber das übersteigt meine Kompetenzen 😂💦 (und ich bin zu Kartoffel XD)	2021-05-04T15:16:58Z	3344421549	0	0	0	1
1392764724987695e3	"@DSympathisch @marxloherr Vergangenheit und da bleiben sie auch
Wir zeigen doch auch nicht mit dem finger auf die heutigen deutschen und sagen ""lasst die juden in ruhe ihr mörder""
Das wäre doch blödsinn
Ihr müsst euch mal informieren statt blind euren emotionen zu folgen"	2021-05-13T08:52:41Z	1093974029248139300	4	0	0	0
1404152191984746500	@tractedbylogic @MartinaWeiss48 @sunstar1606 @reitschuster Ändert das etwas daran, dass sie Masken tragen mussten? Und sich auch noch testen lassen mussten?	2021-06-13T19:02:25Z	1176218640968036400	0	0	0	1
1391008709351022600	@EmmaWag68768896 @gehtsnurmirso @PeterBe38098838 @reitschuster Deshalb bat ich ja um Ihre Hilfe. Anscheinend haben Sie keine Antwort, außer Ihre besonders hohe Intelligenz zur Schau zu stellen 🤦‍♂️	2021-05-08T12:34:54Z	1335246629084000300	0	0	0	0
1402936946767372300	@KlausHeimann @reitschuster Lächerlich. YouTube ist ein privates Unternehmen und hat Geschäftsbedingungen. Und wenn jemand ständig dagegen verstößt, dann wird er gesperrt... Ganz einfach... Schade das er nicht ganz rausgeschmissen würde	2021-06-10T10:33:28Z	1359777873817706500	29	0	0	11
1390508054064607200	@A_Rocherre @DorroSteve @Chaosmamatobt @Karl_Lauterbach @maybritillner Wenn Sie meinen dann hätte man aber die Nebenwirkungen schon gekannt und wüsste alles über spätfolgen. Zeigt sie haben kein Plan. Wenn sie das Virus kennen würden gäbe es kein Impfstoff ist nur blöd wenn Viren sich verändern. 🤦‍♂️	2021-05-07T03:25:29Z	1386623135873634300	0	0	0	0
1394065533734162400	@Ichbins2009 @DrStrompen @ZentralratJuden Deutscher Pass, Sie sagen es. Aber die Sozialisierung ist islamisch/arabisch/türkisch etc. Diese Menschen sehen sich nicht als Deutsche (auch nicht die dritte Generation), und das werden sie auch nie.	2021-05-16T23:01:38Z	258040492	6	0	0	1
1406598209858945e3	@Xrxtn @Thetruewitch @Alice_Weidel @UweJunge Dann tun Sie es doch! Wer hindert Sie denn daran?	2021-06-20T13:02:01Z	298655865	0	0	0	0
1393555711251079200	"@chaotika @AxelKaemmerer @Linchen9814 @LibertyLucas26 Nach deiner Logik darf also ein Journalist

1. nicht auf aktuelle Umfrageentwicklungen hinweisen
2. Keine News bringen zu Aufrufen von Wissenschaftlern, wenn sie gegen die Impfungen sind
3. Nicht die BPK zu Antisemitismus bei Migranten befragen
4. Nicht die Briefwahl kritisieren"	2021-05-15T13:15:47Z	1360538835323609e3	0	0	0	1
1384661307719393300	"@Karl_Lauterbach 1. Longcovid bei Kindern ist noch seltener als ein Tweet von Ihnen der NICHT substanzlos Panik verbreitet.

2. Wir testen ja auch jetzt alle Kinder 2 mal die Woche. Was passiert da wohl mit der Inzidenz bei Kindern?

Mathe für Anfänger."	2021-04-21T00:12:36Z	760217682906124300	286	0	11	32
1385339381435732e3	@MaskedFarmer @Ronny_F_ @R_Hartwig_AfD @AfDimBundestag Millionen Tote! Un-fass-bar! Ich hätte gerne einen schönen Ort für mich und alle, die das 0,37%ige Sterberisiko eingehen. Sie können gerne daheim bleiben, dauergeimpft und FFP50 im Gesicht dem schlimmen #Coronatod ausweichen. Wie wäre das?	2021-04-22T21:07:01Z	1052501262049140700	0	0	0	0
1393540313155842e3	@die_AFD_mussweg ♥️♥️ Das hängt bei uns im Hausflur ♥️♥️	2021-05-15T12:14:36Z	1344681250070679600	2	0	0	0
1386320439144816600	@DimitriSoupakis @Alice_Weidel Hauptsache freiwilich aufgenommen und beisst nicht.	2021-04-25T14:05:23Z	958815539664707600	4	0	0	1
1391823510025146400	@haltungsfragen @Die_Gruenen @ABaerbock @ZDF Baerbock z.B. erhält bereits intl Hype, da sie sich dem globalen Zeitgeist anpasst hinsichtlich Klimapolitik, Außenpolitik, Innenpolitik, Drogenpolitik…Dass sie mal (Achtung Wortspiel) den Bock abschiesst mit ihren Aussagen, macht sie nur um so sympathischer und menschlicher	2021-05-10T18:32:38Z	1350837604342755300	0	0	0	2
1406555662897778700	@Hoellenaufsicht @Alice_Weidel @UweJunge Ach, nach und nach sich aufzulösen ist auch ne ganz nette Option :D	2021-06-20T10:12:57Z	2755552553	1	0	0	2
1391452518513791e3	@danny_wilmore @HWForster1 Ach du armer!	2021-05-09T17:58:27Z	756589933226262500	2	0	0	0
1389213053250678800	Ist denn schon wieder der 1. April? Kesselflicker u Scherenschleifer als #Fachkräfte? Warum nicht? Wir haben zurzeit ja nur 2.771.000 arbeitslose Facharbeiter, ebenfalls darunter viele Akademiker, wie Ärzte, Ingenieure, Architekten etc., die #Merkel erst 2015 ins Land geholt hat. https://t.co/ajCuwgVT2s	2021-05-03T13:39:36Z	1279053006076629e3	1	0	0	0
1385622322120433700	"@SWagenknecht Toll, Frau Wagenknecht.
Während uns in den Kliniken die Patienten wegsterben.

Wie herrlich ironisch. Wirklich köstlich."	2021-04-23T15:51:19Z	1018196289320874e3	1669	0	34	45
1391670658359234600	@NurderK Die #AfD ist keine demokratische Partei auf dem Boden des Grundgesetz. Sie ist geistiger Brandstifter und Gift für jede Demokratie. Sie ist eine reine rechtspopulistische und faschistische Partei. Sie ist ein Sammelbecken für homophobe, rassistische und antisemitische Demagogen.	2021-05-10T08:25:15Z	860613925553000400	0	0	0	0
1393137852733665300	@Pallinchen @DickeFaxen @reitschuster Der dumme Deutsche jeden Geschlechts braucht scheinbar einen starken Mann.Tut ihr mir leid...	2021-05-14T09:35:21Z	1327299418291318800	0	0	0	0
1394378801744949200	@Killerbengel @Kawa_EU @MartinSebas8 @watwillse @ZentralratJuden @ulfposh Können Sie das belegen?	2021-05-17T19:46:27Z	1371616438474137600	0	0	0	1
1388516525481599e3	"@Rev1MaiBerlin @BEMigrantifa @dwenteignen @Klassenkampf_B @unitedwefight3 Heute wäre der Tag gewesen gelebte Solidarität zu zeigen und mit dem Arsch daheim zu bleiben, mit solchen Demos seit ihr leider nicht besser als die Querdenker.
Ich bin #mütend und langsam auch völlig hoffnungslos.
Warum sowas mitten in einer Pandemie?
Nur noch aus Prinzip?"	2021-05-01T15:31:51Z	246220422	2	0	0	0
1390682879945023500	@KimThyTong @klimaunion @_FriedrichMerz @CKemfert Der will keine und braucht keine Fakten. (Sch)merz ist einfach nur an seinem Ego interessiert.  Ein Arschloch,  das auf Elba abgeschoben gehört	2021-05-07T15:00:10Z	4894959339	1	0	0	0
1404120248165535700	"@KoroBaer @frederic2406 @haenschen1000 @MalteKaufmann Definiere"" gutes Rentensystem ""."	2021-06-13T16:55:29Z	833611015141081100	6	0	0	0
