	c_text	target
2089	falsch konsumenten werddn twure produkte nicht kaufen und sich für günstigere klimafreundliche neutrale produkte entscheiden entweder das unternehmen wechselt zu freien produktion oder es verliert halt kunden	1
2090	claudia roth hat sich mit dem iranischen holocaustleugner ali landschani getroffen jürgen trittin hat die antisemitische bds bewegung verteidigt fridays for future ist von der antisemitischen bds unterwandert darüber müssen wir uns ernsthaft sorgen machen	1
2091	schweinchen krchkrchkrch	2
2092	echt jetzt will meine jährliche spende eher verdoppeln	2
2093	russlands präsident wladimir putin ruft seine landsleute einmal mehr dazu auf sich gegen das coronavirus immunisieren zu lassen außerdem müsse ausreichend getestet werden sagt putin der agentur interfax zufolge das wird den quarkdenkern nicht gefallen	1
2094	so habe ich dich auch eingeschätzt	0
2095	baerbock oder laschet	0
2096	da lach mich ja tod wovon träumt die frau nachts der migrationshintergrund bildungsferner schichten hat sehr wohl etwas damit zu tun aber will die politische kaste als auch der wdr nicht wahrhaben die versuchen mit allen ihren tricks dagegen zu steuern klappt aber nicht	1
2097	cn antiasiatischer rassismus für wie groß haltet ihr die wahrscheinlichkeit dass der harte der grünen einhergeht mit maßnahmen die damit zunehmende gefahr des rassismus wegzustampfen	2
2098	bombenresonanz bei twitter bedeutet für sie gleich seriosität leider waren die damals nicht ausreichend belastbar hinweise sind eben nicht gleich belege	2
2099	dann beschütz nicht diejenigen die die regierung in schutz nehmen vor kritikern der regierung das sind die red leute die ständig gegen die querdenker ballern diese zeigen dabei auf was schief läuft und demonstrieren gegen die regierung inklusive spahn	1
2100	was ist vielleicht und wo haben sie dieses auf dauer her herr ach übrigens es heißt entweder politically correct oder political correctness	0
2101	ihr kommentar zeigt eher dass sie weniger b d lesen sollten	0
2102	gibt es eigentlich nicht anbiedernde interviews mit laschet wo er nicht komplett nackt dasteht der typ ist wirklich sehr unbegabt pure fremdscham und fast schon mitleid bekomm ich da	0
2103	heute ist gleich jeder der gegen die antifa ist nazi das ist so ein lächerlich einfaches weltbild	1
2104	das gg ist genau da wo es vorher auch schon war wir haben keine plandemie wir haben eine pandemie kommt immer mal vor also nichts worüber man sich wundern muss es werden sogar noch mehr kommen btw	2
2105	die lobbyministerin der konventionellen bauern cdurausausderregierung	0
2106	hilfe bezeichnet eine koalition mit als attraktiv will er nach dem umarmen von bäumen jetzt öffentlich ganz fette kröten schlucken ein opportunistisches wendemäntelchen der markus die wähler werden es richten csu	0
2107	wer im glashaus sitzt	2
2108	sie sind also so ein querdenker der jubelt wenn menschen sterben ja ekelhaft sind sie sie lassen lieber menschen sterben als sie zu schützen ekelhaft sind sie sie freuen sich auf partys und klatschen wenn einer an corona stirbt wie ekelhaft sind sie	0
2109	und er hat bestimmt auch mal autobahn gesagt wenn er so ein großer antisemit war warum war er dann ein fan von israel kirzner murray rothbard ludwig von mises und ayn rand vielleicht hat er sich ja eher an der meinung von adorno amp gestört als an ihrer religion	0
2110	nazis mit teenagern zu symbolisieren ist genau das richtige denn das sind sie nicht das teenager dumm wären man muss hier ja manchmal für idioten sowas noch extra erklären sondern teenager bei denen es im hirn nicht mehr vorwärts in richtung reife eines erwachsenen	1
2111		2
2112	vielfalt der meinungen da wird allesdichtmachen nun von den moralaposteln der staatspropaganda medial vernichtet nur zur erinnerung der faule toby zu faul um sich aufzuregen wen interessieren schon die opfer des dauerlockdown besonderehelden	1
2113	hat man am beispiel von özil gesehen er hat ein jahrzehnt abgeliefert und dabei klein gehalten und sobald mal ein immigrant etwas macht was der springer presse nicht gefällt wird er wie eine sau durchs dorf gejagt der tägliche rassismus wird hier noch deutlich ausgelebt	1
2114	der merz und der kretschmann haben halt dieselben lehrer gehabt oder dieselben lobbyisten empfangen überleg dir mal es fahren millionen elektroautos rum wo tanken die wie soll das funktionieren dumm amp dumm gesellt sich gern	0
2115	es ging dabei nicht mal um asyl lediglich um besuchsreisen die wegen der coronabeschränkungen nicht stattfinden konnten davor konnten viele davon sogar ohne visum einreisen amis briten also mein problem damit ist dass es kompletter schwachsinn ist den sie verbreitet	2
2116	es ist schon erstaunlich wie links grüner journalismus agiert aus politischen gründen den antisemitismus zu instrumentalisieren und dort dies vorzuwerfen wo es keinen gibt zeigt euer arrogantes einseitiges jakobinertum das ihr noch dazu mit zwangsgebühren finanziert	1
2117	jeden tag sterben menschen weil exakt null wirkungsvolle maßnahmen in industrie unternehmen vorgeschrieben werden die regierung hatte niemals eine niedriginzidents als ziel sondern im auftrag der wirtschaftsverbände die auf kosten von menschenleben	1
2118	es ging um den umgang mit kindern schule und masken und ne ausgangssperre ab uhr gibt es jetzt noch bis ende juni aber hat mit dem thema doch nichts zu tun wegen mir können sie die ausgangssperre lassen und die gasstätten ab uhr zu ist auch jugendschutz	1
2119	ich bin nicht sicher ob sie verstanden haben	0
2120	ahja importiert und so	2
2121	und wer will die haben	2
2122	und as ändert irgend etwas daran das sie sich auf die gleiche stufe stellen wir die opfer der nazis sie sind eine schande für jeden normaldenkenden menschen denken sie mal über ihr verhalten nach	0
2123	die afd ist es auch nicht und verdient jeden kübel scheiße der sich finden lässt und diese aluhutpartei braucht genau das gleiche und jetzt heul leise	1
2124	unrecht hat er nicht das zitat darfst du gerne überprüfen	0
2125	das ist geschichtlich falsch	2
2126	jetzt ist gut ende aus diskussion mit ihnen ist zwecklos	0
2127	seit wann ist der antisemitismus der importiert wurde ein mensch hahaha natürlich gibt es viele antisemitische straftaten von grauen wölfen bei der demo in gelsenkirchen wurden mehrere graue wölfe wegen volksverhetzenden äußerungen verhaftet	1
2128	wenn die fdp jetzt noch auf zulegt kann sie mit der afd die absolute mehrheit einfahren fckafd fckfdp	1
2129	du weißt schon was ad hominem bedeutet oder	0
2130	ab anfang juni sollen firmen ihre mitarbeiter gegen das coronavirus impfen können der wille ist da der impfstoff fehlt g	2
2131	drosten hat mit seinen fehlprognosen viel schaden angerichtet ohne seine schwachsinnigen voraussagen hätte es die bundesnotbremse nie gegeben und der einzelhandel wäre so wie in österreich und der schweiz seit monaten wieder offen	0
2132	sie verwechseln grad die demokratischen bürger der querdenker mit der antifa und den verdeckten aufrührern der polizei	1
2133	der typ war doch einfach nur die lachnummer des jahres ahnungslos intelligenzlos wie ein kind dem man das förmchen geklaut hat mvonmauschwitz die lachnummer des jahres dankejanjosefliefers allesdichtmachen tatortmünster	0
2134	lindner ärgert sich gerade dass er doch nicht so hipp ist und bei keine solche interviews hat baerbock	0
2135	für mich gibt es keinen unterschied wer austeilen kann sollte auch einstecken können ich bezweifle das merz sich seinen haarwuchs ausgesucht hat er wurde so geboren hier wird von ihr eine extra wurst verlangt	0
2136	in keinem szenario für deutschland wird nach noch emittiert	2
2137	wo wir wieder bei der barbarischen gesellschaft sind kinder sind so gut wie gar nicht von dieser pandemie betroffen und sollen sich einem experiment unterziehen die null nutzen für sie bringt zum glück bleibt die stiko standhaft	1
2138	bitte suchen sie sich einen psychologen vielleicht ist es noch nicht zu spät	0
2139	im grunde sind neo liberale und neo nazis sowie neo konservative der selbe stinkende haufen von versagern die gierig und ignorant irgendwelchen verschobenen ideoligien nacheifernden und sie gehören mit sicherheit dazu	1
2140	die antifa ist eine vom staat sowie ngos finanzierte organisation der sogenannten linken gewalt ereilte sehr gefährliche brutalisten die antifaschisten ich verweise auf das buch die staatsantifa die identitären dagegen nur katzendreck auf werte und traditionen bedacht	1
2141	nun wir erinnern uns an den ausspruch von forrest dumm ist der der dummes tut und ich habe höchsten respekt vor den technischen leistungen dieser gruppe wenn du mal vor langeweile fast stirbst besorg dir der schockwellenreiter von brunner alt aber gut	2
2142	erklären sie doch freundlicherweise was ein gefährlicher ct wert ist und warum er für die politik keine rolle spielt dank im voraus	0
2143	würde ich in ihr horn blasen dann würde ich fragen wie eine frau sich erdreisten kann beurteilen zu wollen was zum fußball gehört und was nicht aber das tue ich nicht also lasse ich es	0
2144	warum sollte er eine schlimmen verlauf haben die wahrscheinlichkeit geht fast gegen null was soll diese heuchlerische dauerschleife ich wünsche doch auch keinem das er heute nicht im straßenverkehr verunglückt was passiert hier mit uns	2
2145	nein herr muss man nicht weil es gegen die grippe seit jahren eine impfung gibt und gegen das coronavirus erst seit kurzem bald verliert corona seinen schrecken	2
2146	seit wann werden dokumente auf gelöscht alle berlin auf unserem doctolib sind nicht mehr einsehbar obwohl in einem fall der impftermin noch aussteht	2
2147	nein nicht in einen tiopf die greenpeace verursacht schaden vw dagegen finanziert tausende familien eindeutig ist vw auf einer moralisch höheren stufe	1
2148	weil man andere fahrlässig gefährdet ganz einfach u d ihr whataboutism im tweet davor ist nur peinlich	0
2149	so ein blödsinn fühlt ihr euch frei frei von jeglichen zwängen durch die politik der beste sklave ist der der sich frei fühlt	1
2150	männerherrschaft hat zu kriegen in allen jahrhunderten geführt unendliches leid war und ist die folge vielleicht machens die frauen besser die chance haben sie verdient	1
2151	super sinnvoll den leuten geld wegzunehmen einmal durch die kostenfreie und bekanntermaßen super effektive bürokratie zu wurschteln um ihm dann einen teil davon zurück zu geben wird bestimmt ein riesiger erfolg	2
2152	genau diese typischen deutschen dumpfbacken sieht man ja auch auf den vids wie sie palästinenserfahnen schwenken und allauakbar rufen btw wieviel bier brauchst du so um dir diese surrealität zusammenzuschwurbeln	1
2153	schön dass so kurz vor der wahl die afd mitglieder auf social media kanälen noch einmal richtig loslegen und formulieren was sie wirklich denken junge frau weidel es scheint als galoppiert ihnen gerade die herde davon	1
2154	baerbock ist der untergang deutschlands in jahren wird deutschland das venezuela europas sein baerbock ist eine dumme frau die als nützlicher idiot diesen auftrag erledigen wird denn es gibt kreise die d zerstören wollen	0
2155	die kommen immer mit ja alman sollte ein slur sein wurde so oft kartoffel genannt so schlimm like okay wein doch weiter	2
2156	die leute müssen eben die logischen folgen ihrer spinnerei zu spüren bekommen sprich es muss denen erst richtig dreckig gehen um zu erkenn dass mi t klimawahn multikulti und gendergaga nix erwirtschaftet wird	2
2157	an welcher stelle bitte genau hat herr lauterbach übertrieben alarm geschlagen habe mir heute eine anne will sendung von vor einem jahr mit lauterbach laschet lindner angeschaut es ist erschreckend wie katastrophal dumm laschet und lindner damals schon waren katastrophal	0
2158	so wie deinen hass auf sämtliche anderen parteien	0
2159	was passieren kann wenn man nicht gendert das zum beispiel gendern	0
2160	heute kamen letzte allerdings doppelt so viele als bunreg uns meldete anstatt es geht nicht um die zahl der schicksale es geht um die der bundestegierung in jahren der regierung aus einer hand standard geworden	1
2161	muss immer lachen wenn ich was ü gierige pharma mafia lese heilpraktiker verlangt für wo für behandlung krebspatienten preise d schwurbelbande für komplett erfundene reise in die dimension u endloser weiterer mist o spendeneinnahmen	1
2162	den ersten teil müsstest du mir nochmal sagen wo ich das tue ist mir auch egal ob er sie allgemein verteidigt oder nicht wenn die sich über das leid von so vielen menschen lustig machen wollen müssen sie damit rechnen dass es menschen gibt die sie für arschlöcher halten	0
2163	gut da haben sicherlich einige die deutsche staatsangehörigkeit macht aber deine gestörte absicht mit diesem tweet nicht besser	2
2164	der schlaubischlumpf der alleine die wahrheit kennt und alles besser gemacht hätte oh man covidiot	0
2165	unsachlich es ist wie immer eine teilwahrheit	2
2166	könntest so ein richtiger nazi sein	0
2167	sie sollte aufhören sich immer nur einseitig auf die seite israels zu schlagen ja israel hat ein recht sich angemessen zu schützen aber die palästinenser auch zum beispiel gegen die jahrzehntelange entwürdigung durch israel	2
2168	die ganzen deppen dürfen sich zukünftig jedes frühjahr und jeden herbst impfen und nach der welle und der mrd mutierungen wird dann irgendwann zugegeben dass das alles großer schwachsinn war	1
2169	nein als politischer wackelpudding fehlt es der fdp eindeutig an rückgrat nicht nur lindner hat erst der öffentliche aufschrei nach dem unverzeihlichen tabubruch von kemmerich zum umdenken gebracht genauso war es bei kubicki	1
2170	deren schlechtes gewissen von damals dieser politdinosaurier sollen die besser mit sich selbst ausmachen und nicht in die gegenwart projezieren das hat in dieser angelegenheit nichts aber auch gar nichts zu suchen	1
2171	welche wirtschaftserfahrung hatte denn merkel ich hätte lieber ein kanzlery das im zweifelsfall was dazulernen will als eine selbstüberzeugte hohlbirne à la scheuer oder ich lasse mir von wissenschaftlern nichts	0
2172	bildzeitungleser meine fresse alles wichtig für die union geschenkt die größten klima versteher aller zeiten wer sind die bocklosesten nach der afd union und fdp trau schau wem die rentenzahler von morgen werden sich bedanken ganz neu gedacht	1
2173	eher einen appell als eine verbindliche rechtspflicht was ändert sich bei tests und homeoffice notbremse corona bundeslockdown bundesrat	2
2174	wäre gut wenn wir erstmal unsere eigene bevölkerung vollständig impfen und die welle verhindern bevor wir auf andere schauen	2
2175	mein hausarzt sagt mit bräuchte ich mich nicht impfen lassen ich sei gegen fast alles immun soll ich ihm glauben oder kaschiert er nur dass er keinen impfstoff hat	0
2176	haben sie das ihrem herrn maasen von dem sie ja überzeugt sind nun auch endlich deutlich gemacht	0
2177	klar leute wie du finden es auch ja so richtig geil wenn das eigene volk quasi rassistisch angegangen wird da das für euch freaks normal ist und ihr euch gerne bückt armes deutschland	1
2178	my respect for bvb fc bayern and psg football	1
2179	wir werden von zionisten regiert den ältesten von zion die töten tochter zion maria der papst sitzt auf ihrem thron sie ist heilig geist in trinität die gottesmutter sie ist christine nur sie kann heilig geist inkarnieren der männliche jesus ist eine lüge das martyrium	1
2180	das tritt nicht nur nach unten das rotzt so gehässig herablassend dass es einen nur noch würgen kann allesdichtmachen	2
2181	du hast doch auch den knall nicht gehört nur ein quäntchen seitens wissens und du wärst schlau genug bei völliger ahnungslosigkeit einfach die klappe zu halten wie viele jahre musstest du im bunker leben darfst deine meinung äußern	0
2182	keinen plan mehr naja war auch klar heiße luft und nichts dahinter	2
2183	der hat doch einen knall der maaßen wie alle fcknzs die cdu will wird mit der fckafd koalieren am wahlabend wird es dann unter demokratischen parteien maaßen wirft den grünen rassismus gegen die eigene nation vor	1
2184	eigentlich falsch seit impfbeginn gegen corona oder wochen habs nicht genau auf dem schirm	2
2185	die ersten berichte sind ja gestern abend ja schon über die tl gehuscht also halt die fresse und verpiss dich aus meiner tl nazis auch die rot oder bunt lackierten landen übrigens bei mir schnell auf der blockliste	0
2186	spd und grüne kuscheln mit antifa und ihren extremistischen jugendorgas linke und afd müssen wir nicht drüber reden	1
2187	also ich habe schon echt einen schwarzen humor und lachen über kranke scheiße aber mal realtalk wer so behindert im kopf ist hat in deutschland nichts verloren einfach aus deutschland rauswerfen mal schauen wie er sich dann verhält ist in meinen augen eine gerechte strafe	0
2188	haben sie den fett rot gedruckten satz nicht gelesen sorry ich muss arbeiten schönen tag noch	0
2189	fahrt das land komplett in ruin grüne freuen sich umfragen bzw was das volk wünscht interessiert schon lange nicht mehr alles nur karriere geile besserwisser mit ihren experten ergebnis bekannt peinlich brd brauch charakter klare linie und nicht bla bla laschet puuuh	2
2190	nur es geht nicht um konflikte es geht um die gesellschaftliche entwicklung die bilder sind aus dem iran vor und nach der revolution das will ich nicht	2
2191	so ich verstehe es aber es sollte dich nicht so krass jucken gender ist schon was anderes aber sexuality juckt ehrlich null	0
2192	ich würde mich freuen wenn frau merkel zum krachenden abschluss erdogan zu sich einlädt und ihn auf ein sofa setzt	0
2193	es wird zeit dass der verfassungsschutz gegen die örr sender ermittelt da sind doch mittlerweile und in den redaktionen aktiv ich kann darüber nur noch lachen	1
2194	ins rennen wie rassistisch ist das denn baerbock ist doch kein pferdchen also stute um genau zu sein	0
2195	man stellt den fragen zum bankensystem und ist beeindruckt von deren sachkompetenz	1
2196	du kannst hier sogar öffentlich sagen dass du die regierung scheiße findest mach das mal in einer diktatur das wollt ihr ernsthaft geändert haben ihr macht einfach nur was kaputt und nehmt in kauf dass es hinterher womöglich erst recht schlimm wird sorry bin nicht dabei	2
2197	ich will mal nicht so sein für die faz habe ich keine ergebnisse gefunden vielleicht hast du welche laut mio besucher tag plus leser der druckausgabe wöchentlich so rund mio reichweite mio besucher tag	2
2198	ich esse gerne fleisch aber ich esse es nicht so oft und das fleisch das ich ich täglich in m entfernung auf der weide stehen	2
2199	die einzige fratze die ich gesehen habe war die üble fratze von brinkhaus dem verfassungsfeind und seiner kumpels von der korrupten cducsu und der aus der hochrisikogruppe nie würde ich afd wählen aber die sind im bt nicht die größte gefahr	1
2200	sie wissen dass gefühlt prozent der migranten hier geboren sind und oder bereits eingebürgert ergo zählen sie als rechte ideologie weil von einem deutschen begangen auch werden antisemitische straftaten die nicht aufgeklärt werden können zur rechten ideologie gezählt	1
2201	faschismus und diktatur beginnen nicht mit der erschießung auf der straße selbst die nsdap hat erst viele jahre gehetzt bis der holocaust richtig fahrt aufnahm wann beginnt es denn für sie bücherverbrennung schon wieder in modern kristallnacht was	2
2202	entschuldigung aber ist zu spät wir brauchen den status klimaneutral schon jahre	2
2203	ist doch behindert oder bin ich dumm	2
2204	die frage ist wieso kümmert es menschen so sehr was andere menschen privat machen neid missgunst minderwertigkeitskomplexe wieso jemand so eine villa will weil sie toll ist deswegen	2
2205	mensch hör doch mal auf für dieses drecksblatt zu schreiben das ist mit den werten der sge eigentlich nicht vereinbar haltdiefressebild	1
2206	sehr gut und bitte noch die diversen schlupflöcher weitgehend zukitten damit kein linksgrün verstrahlter sachverständiger den täter am ende doch noch zum opfer macht	1
2207	meine güte bist du dumm	0
2208	wo hat denn palmer rassismus relativiert du weißt überhaupt nicht was rassismus ist wähl du deine denn da scheint ja alles richtig zu laufen	1
2209	liberale mitte unter sich wette mit fcknazi hashtag in der bio	2
2210	nö nicht damit viel andere möglichkeit aber nicht die	2
2211	spiel weiter im sand sind das eure reaktionen jemand troll zu nenen der nicht mit euch im sandkasten spielt was für eine armselige clique in diesem land die sich herausnimmt ehrbare bürger arbeitnehmer rentner zu lanz politik grüne spd cdu csu fdp	2
2212	dann nennen sie mal welche oder stimmen sie diesen sachen zu	0
2213	djilobodji aber bitte streichen hat uns gegen frankfurt den arsch gerettet und mit seinem treffer vor der relegation bewahrt da hat er etwas mehr respekt verdient denke ich	0
2214	ist das ne ernste frage falls nicht ist das unglaublich traurig für jemanden der einer partei angehört die behauptet eine partei des volkes zu sein das ist ein schlag ins gesicht aller die ihr geld auf ehrliche art und weise verdienen fckafd afdistnichtnormal	1
2215	hab die schnauze voll es gibt hier so viele themen die ich gerne ehrlich kommentieren möchte aber es nicht darf weil ich sonst als sexist nazi staatshöriger oder auch nur depp bezeichnet werde und deshalb mache ich mir jetzt luft mit hilfe eines trollaccounts so	0
2216	eine bekannte hat mir diese serie der tatortreiniger empfohlen so etwas ekelhaftes und widerliches habe ich seit allesdichtmachen nicht mehr gesehen hier werden die opfer von mördern verhöhnt die produzenten sollten allemalnenmordmachen	1
2217	es ja auch nur weil sie irgendwo anders von irgendeinem dödel irgend etwas gegen die afd aufgeschnappt haben keinen eigenen geist und merkeltypisch alles nachplappern nur um irgendetwas von sich zu geben solche leute stehen mitten im leben	1
2218	das sagt mir jetzt ehrlich gesagt gar nichts wenn sich ein paar leute auf telegram auskotzen und dann gesperrt werden ich bin weder auf telegram noch zahle ich gebühren an herrn ballweg mir scheint einfach die grundlage für beobachtung weniger manifeste umsturzgefahr als	2
2219	kartoffel mit gemüsehack auf bärlauch mit zwei soßen tasty homemeade nofilter lecker food essen bacon potato kartoffel bärlauch soße sauce g	2
2220	gäbe es doch nur freie patente sodass viele menschen geimpft werden können aber das wolltest du ja nicht	0
2221	korrekt ich meine haltdiefressebild und haltdiefressespringerpresse	1
2222	hat hier irgendeiner keks gerufen das du kleiner nazikrümel dich meldest die afd ist durch ihre ignoranz und egoismus der hauptverantwortliche dass deutschland in den lockdown musste daher solltest du schön die fresse halten haltdiefressechrpalla afdverfassungsfeindlich	1
2223	zum glück bisher nicht auch nur ganz wenige infizierte im weiteren bekanntenkreis habe trotzdem größten respekt vor virus amp erkrankung	2
2224	für mich ist sie im übrigen auch eine schande für engagierte frauen und ich bin eine cvs zu fälschen anderen ständig ins wort zu fallen und in vielen themen mit halbwissen zu glänzen aber immer den mund extrem vollnehmen ist für mich keine vertretung von engagierten frauen	0
2225	afd bodensatz das ist ja interessant mit verlaub sie sind ein arroganter depp	0
2226	sarah wagenknecht und ich bin alles andere als ein linker	0
2227	mit teilnehmerinnen blieb die in nürnberg weit hinter den erwartungen der organisatoren zurück via	1
2228	du wolltest ein argument gegen ihn ich hab dir ein argument geliefert mit originalzitat von ihm die cola hat nullkommanull mit false positive und false negative zu tun und nullkommanull aussagekraft über zuverlässigkeit des tests aber wenn das zu kompliziert für dich ist	0
2229	dummer schwanzträger und dazu auch noch schwul du solltest dein maul halten wenn es um feminismus geht	0
2230	dann nochmal lesen darüber nachdenken und wörter wie ironie polemik nachschlagen ich würde niemals die grünen wählen weil ich keine partei wählen würde welche pädophilie unterstützt aber was boris palmer dargebracht hat war offenkundig mehr als ironisch gemeint	1
2231	is doch nur strategie die wollten wissen wen die grünen aufstellen um den besseren gegner auszuwählen baerbock die haben wirklich diese witzfigur genommen unfassbar diese	1
2232	weimar bleib bitte stabil gegen diese querdenker und	1
2233	können wir noch einmal festhalten dass die seit jahren an der regierung ist nur für den fall dass sich von ihnen über momentane missstände in deutschland beschwert und dann so tut als ob baerbock nix gegen tun könnte	0
2234	alex mit dem spruch geh besser sterben	0
2235	alles rund um hardware software und prozesse in der wasserbranche erleben sie unterschiedliche anwendungsszenarien am beispiel eines universellen demonstrators auf der siemenswaterexpo am mai registrierung unter m	2
2236	als ich erstmals in israel war traf ich viele leute die einfach normal leben wollten israelis wie araber palästinenser das war zugegeben vor dem mord an rabin seither hat es sich verändert und hängt stark davon ab wo man hineingeboren wurde	1
2237	dass man schon im vorfeld verhindern kann indem man sich den nazi vorknöpft dem die seltsame idee ins braune hirn geflossen war das ist natürlich alles utopische spinnerei für euch sage ich nur um in zu denkzetteln er wusste es nicht	0
2238	schüttel ich entspannt aus dem handgelenk	2
2239	multikulti klappt eben nicht mit allen kulturen da sollte man vielleicht mal konkreter hinsehen wer reinkommt und wenn jmd seine chance vertan hat zb schwerkriminelle auch mal nach der strafe ausweisen aber wenn man alle türen immer weit aufmacht	1
2240	arme anna	0
2241	und je mehr wir ignoriert werden desto lauter werden wir wir wollen nicht durchseucht werden wir wollen nicht dass unsere kinder durchseucht werden echterlockdownjetzt schulenkitasbüroszu stopptdiekinderdurchseuchung keindeutschlandohnewerte nocovid jetzt	2
2242	aufruf weltweit dringend rücktritt von frau merkel erforderlich	0
2243	leider wahr	2
2244	der wird sich fragen ob denn alle europäer komplett irre sind sich vor einem virus das für kein größeres risiko darstellt so zu fürchten dass sie maske tragen sich zuhause einsperren lassen und die weltwirtschaft vor die wand fahren	2
2245	sie sind relativ uninformiert kann das sein die damen und herren dürften alle geimpft und getestet sein impfung und testung sagt ihnen doch was oder	0
2246	mit dem argument solltest du autos verbieten züge räume allgemein weil wenn einer mit ner bombe kommt	0
2247	dieses stechende argument werde ich mir rahmen und an die wand hängen beim vögeln immer schön gummi drüber heil corona bleiben sie gesund	0
2248	das bild ist ironisch es hat nämlich einen gravierenden fehler	2
2249	ich finde ihre wortwahl sehr amüsant	0
2250	jetzt haben die thüringer beamten die wahl entweder afd oder beamter beamte haben einen eid auf die verfassung geschworen der ist nicht mehr erfüllbar	1
2251	die regierung von und spd hat ein massives problem mit korruption scholz als bankenlobbyist und spahn machen aktuell eine ganz schlechte figur und sonst überall böse verdachtsfälle zum teil erwiesen zum teil vermutung	1
2252	wenn die gewalt von rechts gekommen wäre das tut sie aber nie hätte stegner wieder die hetzmaschine angeworfen und wieder der afd die schuld gegeben ein erbärmlicher clown der stegner	0
2253	ach honey bunny was bist du für ein eloquentes bürschchen	0
2254	heinrich fichtner einer der ekelhaftesten nazis spielte gestern bei seiner verhaftung einen koma patienten da seine schauspielerischen fähigkeiten genauso scheiße sind wir er selbst wurde sein spiel schnell durchschaut und ab ging es in gewahrsam	0
2255	ach komm hör auf sorg mal lieber dafür dass ausreichend impfstoff zur verfügung steht bin prio und seit januar registriert und du stellst dich allen ernstes hin und implizierst das problem liegt an nicht impfwilligen wie verlogen kann man sein	0
2256	man man der nazi vorzeige lesbe weidel fällt wieder so viele braune scheisse aus dem mund das ihr arschloch doch bestimmt wieder eifersüchtig ist lanz weidel afdverfassungsfeindlich afdrausausdenparlamenten afdverbotjetzt	0
2257	wisst ihr war ein scheiß problem ist in der gesellschaft wenn man versucht freundlich zu sein und sich nicht benimmt wie der allerletzte bastard bekommt man von niemanden respekt scheinbar ich hab wirklich wenig lust mich wie ein arschloch zu verhalten	2
2258	sie ist tatsächlich sehr gefährlich richtig ihr privatleben interessiert mich auch nicht aber es ist schon verblüffend wie konträr ihr privatleben und das parteibuch zueinander stehen	0
2259	hab kein impfneid hab impfcraving	2
2260	im grünen wahlprogramm sind genug grundlasttiefkühlhühner pardon weihnachtsmänner für alle enthalten	1
2261	wir befinden uns in der umsetzung des great reset corona ist war der türöffner manche länder wehren sich armes baerbock ist nur eine marionette und wird von merkel installiert die kann dumm wie brot sein umso dümmer umso besser nein nicht afdler sondern alt links	2
2262	palmer muss endlich gehen da er immer wieder gegen unsere werte verstoßen hat als mitglied der grünen fordere ich seinen parteiausschluss danach kann er sich gern zum opfer stilisieren	0
2263	natürlich könne sie das das ist eine glatte lüge	0
2264	wirklich einfach planwirtschaft klappt nie ist so	2
2265	minarette sind islamische herrschaftssymbole sowas hat nun mal in deutschland absolut nichts zu suchen und wer von islamophobie faselt hat offensichtlich ein massives problem mit der realität	1
2266	hat die jagd auf die ausländer in dem video außer frau merkel und antifa zeckenbiß überhaupt jemand gesehen hasi du bleibst hier ich habe mehrere jagden auf die deutschen gesehen aber es ist nicht so wichtig	1
2267	einfach mal die zahlen anschauen und dazu ein löffel intelligenz dann kommen auch sie drauf	0
2268	dann hat wahrscheinlich der schauspieler oder die schauspielerin den text selbst geschrieben wer war das bei den videos die ich gesehen habe gibt es meist die im üblichen versatzstücke oder völligen dreck	1
2269	das ist wirklich eine der widerlichsten menschenfeindlichsten zynischen und dabei selbstherrlichsten aktionen der letzten zeit	2
2270	ich könnte jetzt bestimmt auch irgendeinen fascho beitrag von trump der irgendwas mit christentum zu tun hat finden das problem ist nur dass du den müll feiern würdest kriech zurück in dein kleines rassistenloch und lass die leute ohne komplexe reden	0
2271	frankreich wartet sehnlichst auf die kalifatisierung dann wird alles gut und und die franzosen bessere menschen der kalif kann hoffentlich französisch versailles steht leer	1
2272	meine klienten kinder von null bis x tragen schon ewig masken und leben dank dieser oh wunder ich würde manche gerne mal mit der realität konfrontieren	1
2273	am besten sollen sie auch ihre häuser verlassen und nach auschwitz deportiert werden du nazi	0
2274	tja wenn alle rund um deutschland öffnen und das normale leben wieder zulassen und deutschland alle weiter im lockdown gefangen hält was erwarten die	2
2275	ich zahle auch für öffentlich parkanlagen autobahnen kindergärten schulen unis etc ohne diese dinge zu nutzen ich muss sogar die rechtsextreme afd mitfinanzieren das ist die größte schande	1
2276	scholz versagte bei aufsicht und kontrolle merkel soll sogar dann noch im ausland für den wirecard geworben haben als die spatzen von den dächern pfiffen dass da etwas nicht stimmt	0
2277	haltungsmedien zeichnen sich heute durch die dringende warnung an die bevölkerung aus den verstand bloß nicht ohne fremde leitung zu gebrauchen via	1
2278	wurde von frau judith butler von der stanford universität schon in den jahren publik gemacht die dame hatte probleme mit ihrer eigenen sexualität das war der grund warum sie sich so intensiv damit beschäftigt hat heute folgen viele akademische volltrottel	1
2279	parallelisieren und die bürokratie frisst auch viel mehr zeit für biotech unternehmen ist es absolut normal nach jahren noch kein produkt auf dem markt zu haben zumal sahin und türeci ja mit ganymed schon ein unternehmen erfolgreich aufgebaut und verkauft haben	2
2280	der hat doch dem herrn fischer die finger abgeschnitten für den herrn merkel ihr habt doch die kinder gezwungen das baby zu ermorden typisch merkel und kohl	0
2281	ich darf gerichtsinstanzen die bundesregierung die das recht mit füßen tritt als regime bezeichnen	2
