	c_text	target
1701	Warum wird unser Islam in den dreck gezogen nur weil es Möchtegern Muslime gibt Im Koran steht auch nirgendswo dass wenn allah uns sagt dass wir den Umbringen soll dann sollen wir es tun Die schreien extra Gott ist Groß damit sie ins Paradies kommen Klar im gegenteil 	1
1702	Mit einer Frau Baerbock welche in den Lüften schwebt und einem Habeck der als Traumtänzer sein Geld verdient braucht man nicht nachfragen Die beiden Herrschaften haben die Realität aus den Augen verloren 	0
1703	Vorher gibt es für ihn natürlich noch ein eisenhaltiges Abführmittel ganz medienwirksam Auch Handschellen genannt 	0
1704	Da haben Sie was gründlich missverstanden die Fachleute sind sich einig dass die Wahrscheinlichkeit dass x Geimpfte sich anstecken sehr gering ist Biontech schützt zB zu damit sind sie auch genauso wenig ansteckend Ich weiß ja nicht wo Sie Ihren Schmarrn herhaben 	1
1705	Nein unglaublich wie Sie und die anderen Leerhirnis hier wieder die Wissenschaft angreifen und Leugnen Unfassbar das Ihr immer noch kein Ende findet Jede Wissenschaftliche Aussage wird von Euch verrohten Emphatilosen Egomanen niedergebrüllt Ihr seit eine Minderheit 	1
1706	Die für den Mai angekündigte von Feuerlands GAIA PROJECT verschiebt sich laut Digidiced auf den Mai Mehr Infos hier Wirst Du GP online spielen MB BrettspielNews feuerland brettspiele boardgames 	2
1707	Wie dumm bist Du eigentlich dass Du nicht siehst das England Australien Neuseeland und Co nun nach einem harten Lockdown bessere Zahlen haben und dort geöffnet werden kann Statt die Pandemie anzutreiben mal Wochen vernünftig sein 	0
1708	Ich soll einen Covid Test machen wegen Urlaubsreise ist der Test schwerer als Master in UK Ich bin besorgt 	2
1709	Mai Ägypten zur Vorwoche Kenia Äthiopien Algerien Südafrika Alle Daten 	2
1710	Marcus das ist jetzt ziemlich ironisch meinst du nicht Bodensatz unserer Gesellschaft ist eine menschenverachtende Rhetorik welche mindestens genauso zu verachten ist wie diese die du von der AfD zu kritisieren vermagst 	0
1711	Haldenwang Harbarth und Steinmeier wurden ganz gezielt von Merkel installiert um jeglichen demokratischen und rechtsstaatlichen Widerstand gegen den aufkommenden Sozialismus und Faschismus zu unterbinden Unfassbar aber der übersättigte Bürger sieht dem treiben einfach nur zu 	0
1712	Ich werde mich gerne umerziehen lassen Als erstes fange ich mal bei der nächsten Wahl an und wähle AfD aber nicht weil ich die toll finde sondern weil es die einzigste Sprache ist die diese hirn ampottierten Volltrottel verstehen 	1
1713	Wenn Argumente fehlen und unter der Frisur ein geistiges Vakuum herrscht kommt diese ganze Weiße Hetero Männerscheiße Armselig einfach nur armselig 	2
1714	Wie kann sich ein Hetero durch eine Armbinde diskriminiert fühlen Wie klein muss das eigene Ego sein wie bemitleidenswert verkümmert der eigene Selbstwert und wie erbärmlich ungebildet die eigene Herkunft wenn man sich daran stört 	2
1715	Da zeigt die Antifa mal wieder ihre hässliche Fratze 	1
1716	Such mai dil ko 	0
1717	Als Deutscher kann man sich nicht für diese Nazis schämen man kann sie nur für ihre Erbärmlichkeit verachten Der braune Morast dumpfer Glatzen der sich lautstark darüber hinwegsetzen will daß er nur eine erbärmliche Minderheit ist ein brauner Fleck in unserer Gesellschaft 	1
1718	Ja klar du dreckiger Verbrecher diese giftspritze hast du nicht bekommen höchstens kochsalzlösung wie Diktator 	0
1719	Es wurde noch nicht einmal der erste Virus isoliert und ihr sprecht schon von Varianten Ich dachte immer POLITIK WIRD fuer Menschen und NICHT GEGEN DIE MENSCHEN GEMACHT Ich bin mit der CDU komplett fertig Jetzt nur noch 	1
1720	Die GEZ gibt es schon lange nicht mehr Ist aber bis zur Afd noch nicht durchgedrungen Servicetweet 	1
1721	Helge wieso genderst du Querschwurblern nicht Es müsste doch heißen 	1
1722	Das neue Gesetz hat das Grundrecht auf körperliche Unversehrtheit eingeschränkt Wer gefährdet also die körperliche Unversehrtheit 	2
1723	Erst wird die Welt im Klimachaos untergehen und alle Menschen sterben Dann werden alle Menschen an sterben Und jetzt werden sie alle am Asteroideneinschlag sterben Ich gmbh geh mal nen Bier holen 	2
1724	Es geht um eine vorübergehende Übergangslösung Bitte Artikel durchlesen 	2
1725	Diese Dame ist genauso wie ein gutes Beispiel warum die EU nicht vertrauenswürdig ist Unfähigkeit Vetternwirtschaft Korruption Vertuschung und noch vieles mehr Ein verlogener Haufen der nicht in solche Positionen gehört 	1
1726	Die Frau vielleicht 	0
1727	Recht auf Bildung mit Kita Schulbesuch kann im Winter nur mit einer rechtzeitigen gesichert werden Gleichberechtigte gesellschaftliche Teilhabe erlangen Familien mit Kindern nur mit geimpften Kindern zurück 	1
1728	Aktuelle Spahn ist vorsichtig optimistisch Ein Nichtsnutz und vollkommen Ahnungsloser er verkaspert die Menschen nur So etwas wie er gehört nicht auf den Ministerposten da sollte wie wonaders auch ein Experte sitzen 	0
1729	mb Die Bullen rocken in die Demo und schubsen Leute Rum und drängt den Block zurück 	1
1730	meine Meinung die lügt doch wenn die ihre braune Fresse aufmacht hilft aber die AfD in der Bedeutungslosigkeit verschwinden zu lassen solche braune Socken richten diese Nazipartei zugrunde und das ist gut so 	1
1731	Ich hatte gerade die Gedankenkette Laschet ist ein Arsch und den Arsch wischt man mit Klopapier ab Eine Klopapiermarke ist Charmin Charmin und jetzt ist meine Laune etwas besser charminLarschet 	0
1732	erstmal riesendankeschön und bezüglich den comeback darf ich nichts sagen bis nach nächste frühlingslichter mit silbereisen titel ähnlich aber DANN 	2
1733	Wenn die eigenen Quellen diese so erklären das nicht alles was Rechts eingeordnet wird auch klassisch ist dann untergräbst du deine eigene Glaubwürdigkeit mit der Verteidigung dieser bis aufs Blut Auch nicht nötig mit RIAS amp kl Anfrage NRW 	2
1734	Fachlich die Einbringung von MRNA also keine klassische Impfung sondern eine Gentherapie 	2
1735	Wir haben vorhin mal zusammen geschrieben Jetzt habe ich auf deiner Seite gelesen Ich muss dir sagen dass mir deine Ausdrucksweise nicht gefäĺlt das ist mir zu drastisch und zu hasserfüllt Das lehne ich ab Man sollte doch höflich miteinander sprechen auch bei anderer Ansicht 	0
1736	AL werden prinzipiell blockiert gut AL 	1
1737	Der Typ ist als Quelle verbrannt 	0
1738	Niemand auf meinem Instagram redet über Israelis die an Ramadan betende Muslime bombardieren amp morden Wow denke mal sobald Muslime betroffen sind Kicks halt keinen Aber sonst einen auf Menschenrechtler blm usw machen 	1
1739	nochmal die schlussfolgerung der Studie ist schlicht quark 	2
1740	Tweets wie dieser gehören beseitigt Bist gemeldet wegen Aufruf zu Gewalt Pisser 	0
1741	Du hast mich überzeugt ich sag ja auch immer follow the science 	0
1742	Und du gehörst zu denen die Muslime mit Islamisten verwechseln Durch ein Kopftuchverbot für Beamtinnen sind wir vor Islamisten geschützt 	0
1743	Teufi Teufi Und einen Schwanz haben darf sie auch nicht Also holt endlich die Küstenbarbie weiß noch jemand wie sie wirklich heißt und dass sie nicht Gebärmutter studiert hat aus ihrem von Frau Merkel verordneten Exil im hoffnungslosesten Bundesland aller Zeiten 	0
1744	Das israelische Terrorregime wollte schwule Bürger zu einer schwulen Bekehrungstherapie schicken Suzanne Knaul unterstützt dieses Regime mit einem Fanatismus der durch virtuellen Gallenspucken auf die unschuldigen Opfer verwirklicht wird 	1
1745	Wer den Nationalsozialismus mit der Demokratie vergleicht udn somit relativiert der ist ein nazi und nun piss dich naziscum 	0
1746	Du bist einfach fucking AfD Dreckspack Meine Meinung musst Du wertfrei akzeptieren 	0
1747	Dann scheint die Bedeutung sinnfreier Infektionsschutzgesetze an dir vorüber gegangen zu sein und was man mit diesen machen könnte 	0
1748	Die Bevölkerung hat das Recht dass gerade mit Pflichtbeiträgen finanzierte Medien Rücksicht nehmen auf ihre Empfindungen Und die Studentinnen und Studenten haben das Recht dass ihre Prüfer auf und wissenschaftsfremde Bewertungskriterien verzichten tm 	1
1749	Ab morgen gibt es keine Ausgangssperre mehr in München Bin happy Ausgangssperre München Lockdown Happy Mondayvibes 	2
1750	BILD hat eine Headline geändert Verstöße und Rangeleien Wieder Ausschreitungen Alle Änderungen auf 	1
1751	Mein jähriges Kind weiß dass sie lügen 	0
1752	die wir schon jetzt erreichen können Nur mit Fossilien treten wir auf der Stelle bis sie uns zerstören Es ist nicht mal sonderlich kompliziert jeder der versteht wann eine Zahl größer ist als eine andere kann das begreifen 	2
1753	shahahahah ich trete dich geistig behindert du und wenn es dich so triggerd lutsch die schwänze deiner zwei väter du bastard 	0
1754	Orden der einsamen Gerechten Wenn ihr ein Orden seid lieber Tobias Steiger seid ihr doch nicht mehr einsam Wenn es jedoch in dir einsam ist hör auf ein Nationalismus Nazi Rhetorik verwendendes Arschloch zu sein Das könnte helfen 	0
1755	Oh neuen Begriff gelernt Haust damit aber direkt daneben CancelCulture wäre es nur dann wenn diese Egomanen deshalb keinen Job mehr bekämen Alles andere ist die freie Wahl der Zuschauer Oder willst Du jetzt Leuten vorschreiben welche Schauspieler sie sich anzusehen haben 	1
1756	Schon gesperrt allesdichtmachen 	2
1757	Religion und auch ob geimpft ungeimpft getestet ungetestet Mir ist das egal Ich respektiere jeden Das sollten Sie auch tun und nicht anfangen diese Art der Politik zu unterstützen Denken Sie bitte darüber nach und erklären Sie uns diese Aussage Danke 	0
1758	Der ÖRR lädt seit Jahren überwiegend Grüne in Talkshows ein Dann lässt man diese Leute ihren unwissenden Mist erzählen ohne jede Form von Kritik Sommerinterview von Genossin Baerbock sie redet über Kobold in Batterien Keiner stoppt sie oder berichtigt sie 	1
1759	Der Wind dreht sich schnell Eigentlich ist Baerbock schon verbrannt Ich dachte das dauert länger aber dass die das Image als junge Nena der Politik nicht bis zur BTW aufrechterhalten kann war eigentlich schon klar 	0
1760	Nein Alter CisHets sind nicht Teil der Community die sind Oppressors und die Community ist ein Safe Space für jeden der nicht CisHet ist hör auf Oppressor zu inkludieren Die Flagge ist nur für nicht für CisHets 	1
1761	Wie geht es Ihren Augen wenn Sie nur Todeszahlen sehen die Augen aber ganz offensichtlich vor schweren Langzeitfolgen verschließen Viele die in der ersten und zweiten Welle noch gestorben wären sind heute geimpft aktueller Fokus daher auf LongCovid 	0
1762	Der Bundeslockdown ist gerade Mal ein paar Tage her und schon sinken die Inzidenzen Das Virus hatte wahrscheinlich Angst und hat sich jetzt verkrochen Bundesnotlüge 	2
1763	Respekt dass Sie dem Gegenwind etwas entgegensetzen Aber bei den Umfragewerten die klar für Sie sprechen ist er ja nur ein laschets Lüftchen Weiter so viele Menschen glauben an Sie auch wenn das bei hier bei Twitter nur wenige aussprechen 	0
1764	Du verstehst schon das das Chart pro Million anzeigt also praktisch Warum macht ihr Querdenker nur alle so einen dummen Eindruck 	1
1765	Das habe ich mir auch schon gedacht Teilweise ist es hier als würde man sich mit Merz oder Ziemiak unterhalten die mit einem Trollaccount versuchen das Märchen von den bösen Grünen unter dem Pöbel zu verbreiten 	0
1766	Das Vergehen von Maassen war die Staatspropaganda vom gefährlichen rechten Rand nicht durch das Bestätigen von Lügen Hetzjagden gestützt hat trotz enormem Druck Wie schnell und wieviele Schauspieler von allesdichtmachen sind schon nach eingeknickt 	1
1767	Mein Impftermin für die zweitimpfung nächsten Samstag wurde ohne Begründung abgesagt Jetzt darf ich bei der Terminbuchung wieder ganz von vorne anfangen Impfdesaster 	0
1768	glaube die Tante beim Arzt denkt auch jetzt bin der schlimmste Querdenker nur weil ich mir nicht jetzt sofort und gleich hier was spritzen lasse von dem ich nicht überzeugt genug bin WeirdChamp 	1
1769	Hi Hi habe noch nie Tatort gekuckt selbst als Tschillar Ein gewisser Til Querdenker lief 	0
1770	Ich löse Nazis 	1
1771	Neuer Titel für die Besonders normal Unter Einfach Mensch präsentiert die Doku Corona Inklusion in der Krise via ots panorama news 	2
1772	husch husch ins Bettchen zu deine Brüder und Kinder 	0
1773	Die GrünInnen sind einfach zu doof Grüneversenken Baerbock 	1
1774	Ich habe dort gelebt Habe mit Juden und Muslimen gesprochen Die ältere Generation der Araber wurde noch nicht so konsequent dieser Gehirmwäsche unterzogen wie die junge Generation Die erzählen meist die Wahrheit auch wenn Sie nicht alle die Juden lieben 	1
1775	es fuckt mich so hab ich hätte so easy ein scheiß abi machen können wäre ich nicht so behindert im Kopf 	0
1776	CDUCSU bedeutet eine von Moral und Anstand befreite Politik Korruption Vetternwirtschaft Stillstand rückwärtsgewandt und Lobbyismus neuerdings Nationalismus Die CDSU ist ein Haufen verkommener Ratten die sich auf Kosten des Steuerzahlers bereichern unchristlich asozial 	1
1777	Bei aller berechtigten Kritik sich diese Ferndiagnose rausnehmen ist unangebracht 	0
1778	Ich finde dass wir statt dessen HaltDieFresseBild und EnteignetSpringer schreiben sollen 	1
1779	Wie viel hat man dir für das Video angeboten Merkt niemand diese psychologische Kriegsführung gegen die Menschheit Die spielen uns alle gegeneinander auf 	0
1780	Planwirtschaft versagt Immer Sie waren doch einen Tweet weiter oben bereits auf einem guten Weg Wenn der Gesetzgeber Rahmenbedingungen schafft die physischen Ressourcenverbrauch an ökonomischen koppelt löst sich das Problem von selbst Wollen die Grünen nur leider nicht 	1
1781	Das ist eine Umfrage eines Teils der Opfer Da vertraue ich als Faktenliebhaber lieber einen vollumfänglichen Statistik des BKA 	1
1782	Der Staat lässt niemanden allein Aber er haftet auch nicht für Unternehmen und garantiert niemandem Gehalt und Anstellung Die ganze Wahrheit ist dass die Regierung sehr wohl auch vielen Deutschen finanziell hilft Und Menschen in der ganzen Welt 	1
1783	Wäre es eigentlich irgendwie sinnvoll die Menschen auf Antikörper zu untersuchen und vorrangig diejenigen zu impfen die noch gar keine Antikörper gebildet haben sprich die anderen haben durch eine unbewusste Infektion einen kleinen Schutz 	2
1784	Greenpeace ist genauso NGO wie die UEFA Schon gut wenn man sich im selben Topf einordnet beides kriminelle Organisationen 	1
1785	du bist ziemlich dumm 	0
1786	Bei wieviel Promille liegt eigentlich die dieBasis 	1
1787	Nun ja finde ich gut Aber sollten die Israelis nicht auch zur Mäßigung aufgerufen werden Und um was geht es in dem Konflikt Die Enteignung von Palestinensern zugunsten von Israel 	1
1788	Wurde das nicht vom Gericht gekippt und ausserdem warum braucht der Kurz meine Daten wenn er will kann er mich anrufen und ich komm ei dem vorbei und teig ihm was Respekt vor den Menschen ist und das er unser Angestellter ist diese verlogene Flasche 	0
1789	Nee keine Häme Mich verbindet persönlich nichts mit Schalke aber das ist für die Bundesliga und natürlich die schon großer Mist Kräfte sammeln wiederkommen bitte 	1
1790	ich bin manchmal echt so behindert in der Birne 	0
1791	Ich schaue Euch an und Ihr erscheint mir schwächer als ich 	1
1792	Was bedeutet das 	2
1793	Ja Deutsche auf dem Papier 	1
1794	Der korrupte Haufen ist doch kein Maßstab Die Idioten träumen von Cannabis machen wir es zu dem größten Albtraum der Stasinaziunion Korruption Prohibition ist leicht widerlegt We FREE Ganja now whatever it takes 	1
1795	Liebe Frau Chebli offenbar wünscht sich die Bevölkerung dass der künftige Kanzler m w d ehrlich ist bzw nicht zB im Lebenslauf trickst um ins Amt zu kommen Mit dem Geschlecht hat das nichts zu tun 	0
1796	IMHO werden solche zusammengesetzten Bilderreihen von getriebenen Menschen gepostet Hier spielt wohl viel Paranoia eine Rolle Panik allerorts und Horrorszenarien an jeder Straßenecke Spritze rein Pflaster drauf Se könnten Menschenleben retten 	1
1797	Starke kognitive Leistung Eberhard 	0
1798	t Der Typ ist einfach nicht ganz bei Trost Nehmen wir kein Flüchtlinge auf dann töten wir sie und nehmen wir sie auf dann versklaven wir sie Dabei flüchten die wg dem Haß solcher Leute 	1
1799	Erschreckend ist es Menschenleben zu gefährden 	2
1800	Ich als Querdenker bin froh das es euch gibt Tolle kostengünstige Versuchskaninchen für BigPharma Das beste ist Monate später prügelt ihr euch um den Booster Keiner muss euch bezahlen keine Haftung Ihr seid einfach nur toll Hätte ich das vorher gewusst 	1
1801	Alle Jahre wieder M 	2
1802	Wenn es etwas Gefährlicheres auf der Welt gibt als einen blutrünstigen Hai dann ist es Israel das weit weg von der Menschheit ist HearGaza 	1
1803	Daß Kobalt schon seit vielen Jahrzehnten benutzt wird um in Raffinerien den Kraftstoff für Dieselautos zu entschwefeln hat seltsamerweise noch nie einen der demagogischen Heuchler interessiert Gegen Kinderarbeit braucht es ein striktes Lieferkettengesetz FridaysForFuture 	1
1804	Das würde einen Großteil aller Flüchtlinge betreffen Kommen diese doch zumeist aus antisemitisch geprägten islamischen Ländern Das so etwas nicht absehbar war kann doch keiner ernsthaft behaupten oder 	1
1805	Die Ausrede zeigt deutlich dass diese Partei ein Haufen von dilettanten ist Dadurch wird sie allerdings nicht weniger gefährlich Es ist bereits ein Politiker ermordet worden auf Grund der Spaltung die von afd gefördert wird 	1
1806	Sie ist aber immerhin gut in Orthographie und Zeichensetzung Da könnten Sie Sabine sicherlich noch viel von ihr lernen PS kritisieren und runtermachen ist einfach besser machen schon deutlich schwieriger 	0
1807	Man schaue sich die Bilder an und warte auf die Polizeiberichte Wir haben hier einen importierten arabischen Antisemitismus den es vor einigen Jahren noch nicht gab 	1
1808	Hat irgendjemand von euch Ökofuzzis auch nur einmal etwas erreicht im Leben Nein Und dann wollt ihr andern vorschreiben wie sie zu leben haben Was für ein Abschaum ihr doch seid 	1
1809	Es sind nicht die Menschen es sind ihre Gedanken 	2
1810	Vielleicht gehen Sie mal zum Psychiater 	0
1811	Und dein einziges Argument ist Alice Weidel Gibt es noch andere Argumente 	0
1812	Aber es sind ja alles nur Befehlsempfänger die Befehle und Anweisungen ausführen nicht wahr 	1
1813	ne du hast hier das problem und kein kleines 	0
1814	und da man auf dem Schwarzmarkt mit Sauerstoff jetzt viel Geld machen kann und Indien total korrupt ist wird die offizielle Handelskette weiterhin unter einem Versorgungsmangel leiden denn alles geht nun auf den Schwarzmarkt Korruption CovidIndia 	1
1815	Die vielen und Orthographie Fehler in den beweisen das geistige Kleinrentnertum der linksgrünen Absender 	1
1816	Und wo ist das Problem Sie tun es freiwillig Sie können auch freiwillig kurze Hosen mit weißen Socken tragen 	0
1817	ja die lemminge sagen das 	1
1818	So sieht es wohl aus Ein 	1
1819	Oder auch hier 	2
1820	Respekt Arne Dermaßen viele dämliche Fragen und trotzdem sehr souveräne Antworten HaHoHe 	0
1821	Da hat der Herr Merz Recht mit welchem Recht wollen uns ein paar verwirrte Spinner eine Sprache aufdrängen Geht in arabischen Länder mit solch einen krankhaften Gerede Da ist aber schnell Schluss mit Regenbogensprache Gendern ist krankhaft 	1
1822	Bevor ich solch eine angebliche Studie weiterverbreite sollte ich erst mal auf das Datum dieser schauen und dann das Hirn einschalten Januar Seit wann wird in Israel geimpft Seit Somit ist alles gesagt Wenn Dummheit nur weh täte 	2
1823	wie kann er nur rassisten und homophobe beleidigen die haben auch gefühle 	1
1824	Wie ich schon schrieb die Regierung steht verbal auf der richtigen Seite und suhlt sich in Phrasen ohne Aktionen In einigen Wochen wird dann auf die Aussagen verwiesen und sich Gegenseitig auf die Schulter geklopft wie stark man doch für Juden eingetreten ist Armselig 	1
1825	Boah der Typ ist so behindert krank wow Safe er wichst sich auf Bushido ein 	0
1826	Wallah nichts neues dieser clown hat seinen Arsch schon lange an USA Israel usw verkauft 	0
1827	Ja die Zeit davor Um die Finanzkrise herum Warst du vllt noch ein kleiner Hüpfer 	0
1828	Klar nach Jahren arbeiten weniger als ein drittel Mehr als sind davon abhänig dass die Menschen die sie so schlecht behandeln ihren Lebensunterhalt bezahlen Alles reine Vorurteile der bösen Nazis 	1
1829	Bist du behindert die arbeiten damit die nicht verhungern du dummer Bastard 	0
1830	Nicht ihr verfickter ernst Könnten Sie bitte ins nächste KH gehen u den Pfleger innen dort genauso ins Gesicht spucken 	0
1831	BaerbockvsHabeck Wie kann eine Partei so dumm sein die UNERTRÄGLICH schrille nervende Stimme von der wohltemperierten sympathischen von Habeck vorzuziehen Die Baerbock wird beim Wahlvolk so gut ankommen wie Kommentatorin Claudia Neumann bei den Männerfußballfans 	1
1832	Dann haben Sie die von Ihnen mir frei Haus gelieferte Pointe nicht verstanden Perspektivwechsel Pragmatisch sinnvoll aber oft auch schlicht unterhaltsam 	0
1833	Wer es vegetarisch mag bitte gerne Aber essen und essen lassen Würde es wirklich jemanden interessieren ob das Fleisch zu billig ist würden die Preise angehoben werden da es dann aber keiner mehr kauft erübrigt sich der Konsens Fleisch ist natürlich Veggie Naja 	1
1834	Können dann die Querdenker die sich selbst aus Presse bezeichnen ebenfalls für ihre Lügen zur Rechenschaft gezogen werden wie sie es fordert Dann wäre ich dafür 	1
1835	Wie können Sie sich eigentlich so sicher sein dass andere Ärzte und oder Wissenschaftler Unrecht haben Werden von diesen falsche Studien zitiert 	2
1836	Ich denke jetzt werden viele Grün wählen um diesen Kasper im Kanzleramt zu verhindern 	0
1837	Netter Versuch 	2
1838	Die rasante Eskalation von Protesten und Blendgranaten zu unablässigem Raketenbeschuss aus und Luftschlägen auf Gaza sowie Mobgewalt samt der Gefahr eines ausgewachsenen Bürgerkriegs in Israel macht einfach nur noch fassungslos Was für ein trauriges EidAlFitr im Nahen Osten 	2
1839	Und sie lebt im Kanton Schyz weil der Kanton Solothurn sie wegen ihrer Gesinnung rausgeschmissen hat 	0
1840	Indem man dafür sorgt dass die Rechte von Homosexuellen gewahrt werden und endlich die Diskriminierung endet diskriminiert man Heterosexuelle Was für ein Unfug 	1
1841	wieder mal geschlafen im Bundestag Brandner AfD afdwirkt noAfD 	2
1842	Beschimpfen Leute als Nazis und wissen nicht mal wer Heinrich war 	2
1843	Nahostkonflikt Deutsche Welle entschuldigt sich für So ist das eben Wenn man nach allen Seiten offen sein will ist man am Ende eben nicht ganz dicht 	2
1844	Krasse Beleidigung wenn ich dich dumm nenne ist kein fakt oder Wo hab ich ihn verboten zu tweeten ich hab gesagt keinen juckt seine Meinung und jetzt halt deine dumme fresse du bist behindert dumm ich schwöre auf alles bitte kommentier jetzt einfach nicht mehr 	0
1845	Stellt Euch nur mal nicht nur optisch die kleine Analena neben einem Putin Erdogan oder Gott sei Dank nicht mehr möglich mit Trump vor Die holen einmal kräftig Luft und schon ist ganz Deutschland verschluckt Ähnliches würde auch Laschet passieren 	0
1846	An meinen Händen klebt garantiert kein Blut Es gibt keine Verantwortung für Untaten die andere begehen egal von welcher Seite Auch gibt es keine geerbte Schuld Böse ist wer Böses tut Jeder Mensch sollte sein Leben so leben dass er sich nichts zuschulden kommen lässt 	2
1847	Und was sagt man so wenn man dem Klimawandel begegnet Grüß Gott ich bin der und ich habe für Dich in Bayern die Windkraft ausgebremst und der macht in Berlin die Verkehrswende platt 	0
1848	Junge wer bist du du kleiner Hund das du meine Mutter beleidigst brauchst du Respekt oder meine Eltern verdienen mehr als deine Familie nerv mal nicht du spast 	0
1849	Die Migranten sind blöderweise für die Grünen meist Stockkonservativ Und auch nich blöde Da is die AfD noch proggresiv 	1
1850	Rechtsoffen Nutzt den Begriff asozial Na dann seid ihr beide euch ja ähnlicher als dir lieb ist 	0
1851	Und wer zu dumm ist die Wahrheit zu sehen verurteilt die die Sie sehen 	2
1852	Naja die follower wissen das wsl eher als ihre querdenker follower 	1
1853	Laschet liebt Deutschland einfach nicht genug 	0
1854	Oh neiiin die schwule Propaganda hat die Erde erwischt oh neiiiinn 	1
1855	Es geht nicht um die herkunft sondern die Beteitschaft sich zu integrieren hab noch nie lritische stimmen der afd gegen asiaten skandinavier leute vom balkan usw gesehen es trifft eben menschen aus dem nahen osten da deren kultur unkompatiebel mit unserer ist 	1
1856	Findet ihr verletzte Menschen toll 	1
1857	Dazu gehört Bewahrung jüdischen Identität des Staates Israel der Schutz seiner Grenzen vor Terroristen Ich habe als Präs BfV engstem Vertrauen mit unseren Freunden in Israel zusammengearbeitet Ich bin dafür die Zusammenarbeit weiter zu intensivieren 	2
1858	Lesen sie die PEI amp EMA Sicherheitsberichte Wenn Ihnen das lieber ist sie werden es eh nicht verstehen das sie das Versuchstier sind auch Dolores Cahill erklärt Ihnen gerne was passieren kann oder also ab zum Impfen 	0
1859	Wenn Sie nur das von der Verwendung des Originalsterns abgehalten hat dann ist die Impfung nicht Ihr größtes Problem 	0
1860	Querdenker sind rechtsradikal gegen alles was gut ist interessieren sich nicht für Fakten und sorgen sich nicht um das Wohl anderer bzw sind unsolidarisch Querdenker Merkel Spahn Laschet Drosten usw 	1
1861	Demokratische Prozesse scheinen für Sie nur zu gelten wenn diese ihrer Meinung entsprechen nicht wahr Sie mögen ja nach Jahren der Sozialdemokratisierung der CDU nichts anderes kennen aber die CDU hatte als Volkspartei große konservative Politiker blättern Sie mal nach 	0
1862	BaerbockvsHabeck Wie kann eine Partei so dumm sein die UNERTRÄGLICH schrille nervende Stimme von der wohltemperierten sympathischen von Habeck vorzuziehen Die Baerbock wird beim Wahlvolk so gut ankommen wie Kommentatorin Claudia Neumann bei den Männerfußballfans 	0
1863	Sie haben keine Ahnung 	0
1864	Schützt AZ vor der indischen Variante 	2
1865	Gewalt kennt immer zwei Seiten Sich nur eine davon rauszupicken ist falsch 	2
1866	Kann sich noch jemand daran erinnern Diese Niete war mal deutsche Verteidigungsministerin Was für eine Lachnummer Ich glaube ja ehr dass unter Leyen zusammen mit Baerbock das gesamte europäische Konstrukt über Deutschland in einem gewaltigen Chaos zusammenkracht 	0
1867	Ich wünsche dir auch einen schönen Mai 	0
1868	Als Anschnallgurte und eine Pflicht dazu eingeführt wurden waren auch alle dagegen Und schönes Live Beispiel ich weiß dass es dumm ist keinen Fahrrad Helm zu tragen 	2
1869	Sie glauben echt noch dran dass der Markt regelt wow Und wie gut dass die aktuellen Flaggschiffe ohne Bescheißen auskommen Hihi 	0
1870	Dass Sie diesen Tweet von Lauterbach noch verteidigen zeigt eindrucksvoll dass eher Sie jemand sind der von der Thematik keinerlei Ahnung hat 	0
1871	Ostrovsky Der Westen muss seine Beziehungen mit Russland and der Zivilgesellschaft und nicht am Regime orientieren Ein Beispiel dafür war wie Bundeskanzlerin Angela Merkel Oppositionsführer Alexej Nawalny in Berlin behandeln ließ 	0
1872	Mammuts sind ausgestorben 	2
1873	Und wie sieht die Klimapolitik der AfD konkret aus Das Bundesverfassungsgericht hat in der Hinsicht ein Urteil gesprochen Davor könnte sich auch die AfD nicht drücken 	1
1874	Man merkt dass du auch nu in die Nähe einer Demo gekommen bist wenn du glaubst da wären Rassisten oder Antisemiten unterwegs Das ist direkt zum Schiessen Lass dich nicht veräppeln 	0
1875	Wäre das spannendste an dem Spiel gewesen 	2
1876	Wenn man Herrn Laschet gewählt hat dann muss man auch zu ihm stehen Das hätte sich die Basis vorher überlegen können 	1
1877	Jo Boehmermann du Clown die FDP war übrigens die einzige Partei neben einem großen Teil der Union die sich klar zu Israel bekannt hat während du geschwiegen hast Fragt sich also wer sich durch sein Schweigen mit faschistischen Terroristen verbündet AFDP 	0
1878	stimmt gespannte drahtseile fallen leicht wie eine feder herab wenn sie reißen 	2
1879	Auf der anderen Seite sind viele angebliche Querdenker einfach nur Mitläufer und ob die AfD im positiven Sinne etwas für das Volk tut Wohl eher kaum 	1
1880	Was für ein vorurteilsgetriebener Quatsch 	2
1881	DIe meisten stayathome Verfechter die alles getan haben um sich nicht zu infizieren brav neg PCR Tests vorweisen haben nicht begriffen Ihr bleibt UNFREI Ihr werdet verarscht von Merkel und Kumpane Kommt heraus und reiht euch ein Gemeinsam für die Freiheit 	1
1882	Ich schlage vor dass wir ihm das die nächsten Jahre dauerhaft an den Kopf werfen ähnlich wie 	0
1883	Es sind Leerdenker Wären sie Querdenker dann würden sie imstande sein etwas beizutragen und sich nicht im Querulantum wälzen 	1
1884	Da kann man ja nur froh sein dass Hanau und Lübcke niemals von Linken instrumentalisiert wurde Quasi fast totgeschwiegen von der Presse 	0
